life_expectancy,alcohol,hepatitis_b,measles,polio,diphtheria,hiv/aids
53.6,5.44,82.0,100,81.0,82.0,7.0
53.3,5.22,81.0,196,78.0,81.0,7.2
52.8,5.03,79.0,605,79.0,8.0,7.4
52.1,4.71,92.0,358,72.0,73.0,7.5
51.8,4.64,92.0,899,72.0,73.0,7.7
51.6,4.58,92.0,1448,66.0,66.0,7.8
51.5,4.43,92.0,23934,61.0,63.0,7.9
51.4,3.91,92.0,14629,57.0,62.0,7.7
82.2,3.755,55.0,195,91.0,91.0,0.1
82.0,8.1,55.0,418,91.0,91.0,0.1
81.8,8.2,55.0,83,91.0,91.0,0.1
81.6,8.3,7.0,10,99.0,95.0,0.1
81.5,8.2,7.0,803,87.0,87.0,0.1
81.2,8.4,56.0,99,88.0,89.0,0.1
81.0,8.4,42.0,14,89.0,91.0,0.1
87.0,8.3,28.0,62,89.0,92.0,0.1
85.0,8.3,14.0,101,9.0,94.0,0.1
85.0,8.2,14.0,13,95.0,95.0,0.1
81.0,8.0,14.0,6,93.0,93.0,0.1
80.0,7.8,14.0,7,91.0,91.0,0.1
79.7,7.7,14.0,15,88.0,91.0,0.1
79.5,7.7,92.0,6,88.0,88.0,0.1
79.4,7.6,92.0,34,88.0,89.0,0.1
79.1,7.6,92.0,206,88.0,89.0,0.1
52.5,3.755,47.0,150,47.0,47.0,4.4
58.0,0.01,47.0,210,47.0,47.0,4.5
49.9,0.01,23.0,596,23.0,23.0,5.1
53.0,0.01,47.0,141,47.0,47.0,5.1
49.8,1.66,47.0,679,47.0,47.0,5.8
49.2,1.67,45.0,2,46.0,45.0,6.6
48.6,1.56,42.0,11,45.0,42.0,7.3
47.6,1.52,92.0,12,46.0,45.0,8.3
46.8,1.5,92.0,49,46.0,48.0,9.0
46.3,1.54,92.0,3,47.0,51.0,10.0
45.9,1.5,92.0,471,47.0,54.0,11.2
45.7,1.5,92.0,1233,45.0,51.0,12.0
45.7,1.49,92.0,652,44.0,47.0,12.8
45.6,1.47,92.0,938,42.0,44.0,13.4
45.6,1.52,92.0,2837,4.0,4.0,13.9
46.0,1.51,92.0,3207,38.0,37.0,14.3
53.1,3.755,46.0,418,52.0,46.0,2.8
52.6,0.01,37.0,1275,44.0,37.0,2.9
52.2,0.64,39.0,226,46.0,39.0,3.1
51.8,0.62,4.0,120,51.0,4.0,3.6
51.6,0.56,33.0,8650,4.0,33.0,3.9
51.2,0.5,39.0,194,43.0,39.0,4.1
57.0,0.47,24.0,165,32.0,24.0,4.4
49.6,0.45,17.0,63,3.0,19.0,4.7
49.4,0.42,92.0,441,38.0,28.0,4.9
48.5,0.41,92.0,1594,49.0,4.0,5.1
48.6,0.42,92.0,2,37.0,25.0,5.2
48.5,0.34,92.0,10324,31.0,21.0,5.2
48.4,0.42,92.0,15801,36.0,23.0,5.1
48.1,0.36,92.0,7277,31.0,25.0,5.0
48.0,0.3,92.0,24908,26.0,26.0,4.8
47.6,0.25,92.0,3546,3.0,36.0,4.6
85.0,3.755,97.0,9,96.0,96.0,0.1
83.0,7.16,95.0,0,95.0,95.0,0.1
81.0,7.2,9.0,0,9.0,91.0,0.1
79.9,6.76,9.0,0,9.0,9.0,0.1
79.8,7.26,94.0,6,93.0,94.0,0.1
79.1,7.93,92.0,0,92.0,92.0,0.1
79.3,7.67,94.0,1,94.0,94.0,0.1
79.6,7.31,95.0,0,95.0,95.0,0.1
78.9,7.39,92.0,0,95.0,96.0,0.1
78.9,7.33,95.0,0,94.0,94.0,0.1
78.4,7.57,92.0,0,92.0,91.0,0.1
78.0,6.32,92.0,0,94.0,93.0,0.1
77.9,6.37,92.0,1,96.0,96.0,0.1
77.8,6.06,92.0,0,97.0,97.0,0.1
77.3,6.1,92.0,0,96.0,97.0,0.1
77.3,6.24,92.0,0,91.0,91.0,0.1
76.1,3.755,99.0,42361,99.0,99.0,0.1
75.8,5.78,99.0,52628,99.0,99.0,0.1
75.6,5.79,99.0,26883,99.0,99.0,0.1
75.4,5.74,99.0,6183,99.0,99.0,0.1
75.2,5.63,99.0,9943,99.0,99.0,0.1
75.0,5.75,99.0,38159,99.0,99.0,0.1
74.9,4.88,99.0,52461,99.0,99.0,0.1
74.5,4.27,95.0,131441,99.0,97.0,0.1
74.4,3.88,92.0,109023,94.0,93.0,0.1
74.2,3.28,91.0,99602,94.0,93.0,0.1
73.9,2.92,84.0,124219,87.0,87.0,0.1
73.5,3.04,79.0,70549,87.0,87.0,0.1
73.1,2.96,75.0,71879,87.0,86.0,0.1
72.7,2.91,7.0,58341,86.0,86.0,0.1
72.2,2.84,65.0,88962,86.0,86.0,0.1
71.7,3.06,6.0,71093,86.0,85.0,0.1
74.8,3.755,91.0,1,91.0,91.0,0.1
74.6,4.38,9.0,0,9.0,9.0,0.1
74.4,4.41,91.0,1,91.0,91.0,0.1
74.3,4.44,92.0,1,91.0,91.0,0.1
74.2,4.37,85.0,6,85.0,85.0,0.1
73.6,4.28,88.0,0,88.0,88.0,0.1
73.6,4.34,92.0,0,92.0,92.0,0.1
73.5,4.45,92.0,0,92.0,92.0,0.1
73.5,4.66,93.0,0,93.0,93.0,0.1
73.1,4.53,93.0,0,94.0,93.0,0.1
73.1,4.38,93.0,0,93.0,93.0,0.1
72.8,4.26,89.0,0,89.0,89.0,0.1
72.4,4.25,92.0,0,92.0,92.0,0.1
71.8,4.45,78.0,139,83.0,81.0,0.1
71.5,4.43,8.0,3,83.0,8.0,0.1
71.4,4.66,78.0,1,82.0,79.0,0.1
63.5,3.755,91.0,0,92.0,91.0,0.8
63.2,0.01,88.0,0,87.0,87.0,0.8
62.9,0.01,88.0,0,85.0,87.0,0.8
62.5,0.01,89.0,1,85.0,86.0,0.8
62.2,0.12,83.0,3,85.0,83.0,0.2
61.8,0.15,74.0,0,82.0,74.0,0.1
61.3,0.17,83.0,1,84.0,83.0,0.1
61.0,0.12,81.0,0,81.0,81.0,0.1
66.0,0.16,75.0,0,75.0,75.0,0.1
63.0,0.25,69.0,85,69.0,69.0,0.1
60.0,0.24,68.0,912,67.0,68.0,0.1
59.8,0.27,77.0,0,73.0,76.0,0.1
59.6,0.26,28.0,0,8.0,8.0,0.1
59.5,0.08,92.0,0,98.0,89.0,0.1
59.5,0.08,92.0,0,7.0,7.0,0.1
59.5,0.09,92.0,0,7.0,7.0,0.1
64.7,3.755,8.0,1359,8.0,8.0,2.8
64.2,0.01,9.0,71,9.0,9.0,3.0
63.9,0.01,85.0,124,85.0,85.0,3.0
63.7,0.01,62.0,260,61.0,85.0,3.3
62.9,3.82,7.0,315,69.0,82.0,3.5
62.0,3.53,74.0,4,72.0,74.0,3.8
68.0,3.47,75.0,1,76.0,78.0,4.0
59.4,2.58,73.0,2,77.0,79.0,4.3
58.2,2.75,64.0,84,71.0,72.0,5.0
56.9,2.25,92.0,126,73.0,73.0,5.5
55.3,2.03,92.0,146,62.0,62.0,5.9
54.1,2.58,92.0,3524,67.0,67.0,6.3
53.2,2.45,92.0,3712,5.0,5.0,6.8
52.6,2.55,92.0,2788,41.0,41.0,7.2
52.7,2.3,92.0,2152,32.0,31.0,7.6
52.9,2.26,92.0,1678,31.0,33.0,7.8
72.1,0.01,98.0,0,98.0,98.0,0.1
79.6,3.755,92.0,0,92.0,92.0,0.1
79.5,3.45,91.0,1,91.0,91.0,0.1
79.4,3.42,94.0,0,95.0,95.0,0.1
79.2,3.34,91.0,0,9.0,91.0,0.1
79.0,3.41,84.0,0,82.0,85.0,0.1
78.1,3.58,89.0,0,93.0,88.0,0.1
79.2,4.07,87.0,0,8.0,86.0,0.1
78.9,4.22,89.0,0,89.0,9.0,0.1
78.9,4.2,89.0,0,89.0,89.0,0.1
78.0,4.15,88.0,0,89.0,89.0,0.1
78.6,4.1,9.0,1,91.0,91.0,0.1
77.7,4.09,89.0,0,9.0,9.0,0.1
78.0,4.04,86.0,1,88.0,88.0,0.1
78.3,4.17,94.0,0,94.0,94.0,0.1
77.5,4.29,8.0,0,92.0,91.0,0.1
77.6,4.34,89.0,0,8.0,88.0,0.1
78.0,3.755,94.0,206,94.0,94.0,0.1
77.8,12.14,95.0,0,95.0,95.0,0.1
77.7,12.39,96.0,0,96.0,96.0,0.1
77.1,11.49,98.0,2,96.0,96.0,0.1
77.0,12.19,97.0,12,96.0,96.0,0.1
76.6,12.1,97.0,7,97.0,97.0,0.1
76.3,12.21,97.0,2,96.0,96.0,0.1
76.0,12.06,97.0,51,96.0,96.0,0.1
75.8,12.56,95.0,0,96.0,96.0,0.1
75.9,11.83,92.0,1,96.0,96.0,0.1
75.2,11.59,92.0,2,96.0,96.0,0.1
75.4,13.11,92.0,54,96.0,96.0,0.1
74.7,13.78,92.0,19,95.0,94.0,0.1
74.8,13.39,92.0,6,95.0,95.0,0.1
74.9,13.15,92.0,8,94.0,94.0,0.1
74.7,12.73,92.0,9,94.0,93.0,0.1
79.1,3.755,99.0,0,99.0,99.0,0.1
79.0,4.37,97.0,0,99.0,99.0,0.1
78.7,4.18,96.0,0,99.0,99.0,0.1
78.7,4.16,96.0,0,98.0,99.0,0.1
78.8,4.14,96.0,0,99.0,97.0,0.1
78.0,4.13,96.0,0,99.0,96.0,0.1
78.1,4.01,96.0,0,99.0,96.0,0.1
77.9,4.26,95.0,0,99.0,95.0,0.1
78.1,4.13,93.0,0,99.0,93.0,0.1
78.0,4.17,89.0,0,99.0,89.0,0.1
77.2,4.48,95.0,0,99.0,89.0,0.1
77.3,4.38,99.0,0,98.0,88.0,0.1
77.4,4.39,99.0,0,98.0,72.0,0.1
77.7,4.1,98.0,0,98.0,99.0,0.1
76.7,4.04,98.0,0,99.0,98.0,0.1
76.9,3.92,98.0,0,98.0,95.0,0.1
85.0,3.755,97.0,0,97.0,97.0,0.1
83.0,0.01,96.0,10,99.0,99.0,0.1
81.0,9.04,96.0,0,99.0,99.0,0.1
80.0,10.55,96.0,1,99.0,99.0,0.1
79.7,10.69,96.0,0,99.0,99.0,0.1
79.5,11.32,96.0,18,99.0,99.0,0.1
79.3,10.8,96.0,0,99.0,99.0,0.1
79.1,12.01,93.0,1,97.0,97.0,0.1
78.9,11.56,93.0,0,97.0,97.0,0.1
78.8,11.47,93.0,0,97.0,97.0,0.1
78.7,11.41,88.0,1,98.0,98.0,0.1
78.6,13.03,88.0,0,98.0,98.0,0.1
78.5,10.62,88.0,0,98.0,98.0,0.1
78.4,11.68,88.0,0,98.0,98.0,0.1
78.2,10.16,89.0,0,97.0,97.0,0.1
78.1,9.56,89.0,0,97.0,97.0,0.1
78.8,3.755,97.0,9,97.0,97.0,0.1
78.6,12.68,99.0,222,99.0,97.0,0.1
78.2,12.45,99.0,15,99.0,98.0,0.1
78.0,12.71,99.0,22,99.0,99.0,0.1
77.8,12.43,99.0,17,99.0,99.0,0.1
77.5,12.69,99.0,0,99.0,99.0,0.1
77.1,13.23,99.0,5,99.0,99.0,0.1
77.0,13.25,99.0,2,99.0,99.0,0.1
76.8,13.43,99.0,2,99.0,99.0,0.1
76.5,13.03,98.0,7,98.0,98.0,0.1
75.9,13.19,99.0,0,96.0,97.0,0.1
75.8,13.24,98.0,17,96.0,98.0,0.1
75.2,13.01,92.0,30,97.0,97.0,0.1
75.3,13.47,86.0,4,97.0,98.0,0.1
75.1,13.36,92.0,6,97.0,98.0,0.1
74.7,13.22,92.0,9,98.0,98.0,0.1
76.0,3.755,96.0,0,99.0,96.0,0.1
73.0,0.01,93.0,3,99.0,93.0,0.1
71.0,3.35,93.0,0,99.0,93.0,0.1
69.8,3.61,96.0,0,99.0,96.0,0.1
69.4,3.39,94.0,0,99.0,94.0,0.1
69.0,3.12,93.0,0,99.0,93.0,0.1
68.7,3.35,93.0,0,98.0,93.0,0.1
68.6,3.16,92.0,8,98.0,92.0,0.1
68.5,3.13,92.0,3550,99.0,92.0,0.1
68.5,3.28,96.0,0,98.0,89.0,0.1
68.5,3.21,92.0,0,97.0,79.0,0.1
68.4,3.13,98.0,0,99.0,72.0,0.1
68.1,3.13,27.0,0,99.0,68.0,0.1
67.6,3.08,92.0,0,99.0,64.0,0.1
66.6,2.53,92.0,0,98.0,62.0,0.1
65.4,3.52,92.0,0,93.0,56.0,0.1
59.8,3.755,81.0,5020,78.0,81.0,1.1
59.3,0.01,8.0,33711,79.0,8.0,1.1
58.8,0.01,74.0,88381,74.0,74.0,1.2
58.3,0.01,75.0,72029,76.0,75.0,1.5
57.9,1.82,74.0,133802,77.0,74.0,1.6
57.4,1.81,6.0,5407,76.0,6.0,1.6
56.7,2.13,72.0,57,78.0,72.0,1.7
56.3,2.09,65.0,12461,64.0,65.0,1.8
55.7,1.52,7.0,55577,72.0,7.0,1.9
55.0,1.53,92.0,80123,62.0,62.0,2.0
54.3,1.43,92.0,182485,6.0,6.0,2.0
53.5,1.44,92.0,44934,52.0,54.0,2.1
52.8,1.83,92.0,21956,47.0,41.0,2.2
52.1,1.85,92.0,30466,4.0,38.0,2.4
51.8,1.9,92.0,8072,3.0,3.0,2.4
51.3,1.98,92.0,8282,42.0,4.0,2.5
86.0,3.755,92.0,9,93.0,93.0,0.1
84.0,9.64,92.0,27,94.0,94.0,0.1
81.0,9.5,92.0,17,94.0,94.0,0.1
80.0,9.26,92.0,2,94.0,94.0,0.1
79.7,10.47,92.0,84,91.0,91.0,0.1
79.2,10.28,92.0,5,9.0,9.0,0.1
78.9,10.08,92.0,6,89.0,89.0,0.1
78.8,10.7,92.0,14,88.0,88.0,0.1
78.4,10.99,92.0,2,87.0,87.0,0.1
78.1,11.02,92.0,27,93.0,93.0,0.1
78.1,11.28,92.0,2,93.0,93.0,0.1
77.7,11.27,92.0,0,95.0,95.0,0.1
77.3,11.54,92.0,0,96.0,96.0,0.1
77.0,11.34,92.0,32,98.0,98.0,0.1
77.0,11.56,92.0,11,97.0,97.0,0.1
76.9,11.69,92.0,14,97.0,97.0,0.1
63.5,3.755,84.0,47,84.0,84.0,2.1
63.0,0.38,78.0,0,78.0,78.0,2.1
62.7,0.53,82.0,28,82.0,82.0,2.1
62.2,0.52,81.0,709,81.0,81.0,1.9
61.8,0.39,87.0,49,87.0,87.0,2.7
61.3,0.44,88.0,7,88.0,88.0,3.1
69.0,0.49,89.0,48,89.0,89.0,3.2
62.0,0.49,88.0,143,89.0,89.0,3.3
59.8,0.45,25.0,24,88.0,88.0,3.5
59.1,1.02,92.0,49,72.0,72.0,3.7
58.6,1.23,92.0,298,71.0,71.0,3.9
58.1,1.18,92.0,71,64.0,64.0,4.0
58.0,1.02,92.0,37,68.0,68.0,4.2
57.9,1.03,92.0,50,62.0,62.0,4.3
57.7,0.95,92.0,79,49.0,53.0,4.3
57.4,1.34,92.0,183,46.0,46.0,4.1
72.1,0.01,96.0,0,96.0,96.0,0.1
73.9,3.755,81.0,0,87.0,85.0,0.3
73.6,5.92,89.0,0,9.0,91.0,0.3
73.4,5.93,8.0,0,82.0,83.0,0.3
72.1,5.93,74.0,0,85.0,85.0,0.4
73.1,5.91,8.0,2,84.0,84.0,0.7
72.7,6.02,83.0,0,85.0,88.0,0.9
73.6,6.05,8.0,0,85.0,82.0,1.2
73.3,6.12,81.0,0,86.0,82.0,1.4
72.9,6.05,81.0,0,86.0,85.0,1.6
72.3,6.2,84.0,0,88.0,89.0,1.8
69.7,5.71,87.0,0,86.0,87.0,2.0
69.3,5.16,82.0,0,66.0,79.0,2.1
73.0,6.32,79.0,0,65.0,79.0,2.3
71.4,6.43,63.0,0,74.0,82.0,2.4
71.2,6.13,66.0,113,71.0,72.0,2.5
72.0,6.58,68.0,253,71.0,78.0,2.5
76.2,3.755,78.0,0,84.0,78.0,0.1
76.0,3.82,83.0,0,84.0,83.0,0.1
76.0,3.77,87.0,0,87.0,87.0,0.1
75.5,3.92,88.0,72,85.0,87.0,0.1
75.3,3.99,88.0,257,85.0,88.0,0.1
75.0,3.95,9.0,0,88.0,91.0,0.1
75.1,3.87,91.0,0,91.0,94.0,0.1
74.6,3.76,93.0,1,94.0,96.0,0.1
74.7,3.63,94.0,0,95.0,96.0,0.2
74.4,3.52,96.0,0,92.0,96.0,0.3
74.2,3.54,92.0,0,89.0,92.0,0.3
74.4,3.65,88.0,0,9.0,88.0,0.3
74.4,3.69,82.0,0,97.0,87.0,0.3
73.6,3.88,75.0,0,88.0,88.0,0.3
73.4,4.13,69.0,2,9.0,89.0,0.3
72.8,3.99,36.0,0,83.0,87.0,0.3
79.0,3.755,93.0,5432,93.0,93.0,0.1
78.0,0.21,94.0,1314,94.0,94.0,0.1
79.0,0.21,97.0,405,97.0,97.0,0.1
72.0,0.23,93.0,245,93.0,93.0,0.1
74.0,0.22,96.0,26,96.0,96.0,0.1
70.0,0.22,97.0,16,97.0,97.0,0.1
69.9,0.21,97.0,608,97.0,97.0,0.1
69.8,0.24,97.0,668,97.0,97.0,0.1
69.7,0.21,98.0,1684,98.0,98.0,0.1
69.5,0.18,98.0,953,98.0,98.0,0.1
69.4,0.16,98.0,77,98.0,98.0,0.1
69.0,0.16,97.0,80,97.0,97.0,0.1
68.6,0.15,98.0,164,98.0,98.0,0.1
68.7,0.15,97.0,653,97.0,97.0,0.1
68.6,0.14,99.0,2150,99.0,99.0,0.1
68.8,0.14,98.0,2633,98.0,98.0,0.1
73.5,3.755,91.0,0,92.0,91.0,0.2
73.3,2.52,93.0,0,93.0,94.0,0.2
73.0,2.42,92.0,0,92.0,92.0,0.2
73.0,2.48,92.0,0,93.0,92.0,0.3
72.0,2.37,89.0,0,9.0,89.0,0.3
72.0,2.36,89.0,0,89.0,89.0,0.3
71.4,2.55,91.0,0,91.0,91.0,0.3
71.7,2.68,98.0,0,98.0,98.0,0.3
71.2,2.83,99.0,0,99.0,99.0,0.3
75.0,2.77,96.0,0,96.0,96.0,0.2
71.0,2.77,89.0,0,89.0,89.0,0.2
70.0,2.9,9.0,0,9.0,9.0,0.3
69.9,3.1,94.0,0,93.0,94.0,0.3
73.0,2.97,81.0,0,81.0,81.0,0.4
68.9,2.88,75.0,2,94.0,92.0,0.4
69.0,2.79,99.0,0,98.0,99.0,0.4
58.2,3.755,16.0,1250,17.0,16.0,4.2
57.9,0.01,2.0,13,24.0,2.0,4.4
57.4,10.72,92.0,321,3.0,3.0,5.7
56.7,11.89,92.0,1190,3.0,24.0,8.2
56.2,10.99,92.0,0,39.0,41.0,7.7
56.1,9.93,92.0,0,59.0,44.0,7.2
55.7,7.97,92.0,78,57.0,43.0,7.3
55.4,8.34,92.0,436,55.0,42.0,6.3
55.0,6.86,92.0,5,54.0,41.0,5.9
54.8,7.28,92.0,0,52.0,4.0,5.3
54.4,7.19,92.0,0,5.0,39.0,4.9
54.1,6.28,92.0,38,48.0,38.0,4.4
53.8,7.13,92.0,18,46.0,37.0,3.6
53.5,6.01,92.0,24,44.0,36.0,2.9
53.1,5.07,92.0,1339,43.0,35.0,2.3
52.7,4.46,92.0,0,41.0,34.0,1.9
64.7,3.755,95.0,198,95.0,95.0,0.4
64.4,0.01,94.0,127,94.0,94.0,0.4
64.0,0.01,94.0,45,94.0,94.0,0.5
63.6,0.01,94.0,194,94.0,94.0,0.6
62.9,0.62,96.0,48,96.0,96.0,0.7
62.1,0.61,9.0,51,9.0,9.0,0.9
61.4,0.63,92.0,82,92.0,92.0,1.0
67.0,0.49,94.0,0,94.0,94.0,1.1
62.0,1.23,91.0,55,91.0,91.0,1.3
59.7,0.97,94.0,128,94.0,94.0,1.4
59.4,1.07,96.0,19,96.0,96.0,1.6
59.1,0.64,84.0,24,98.0,98.0,1.8
58.8,0.56,91.0,376,95.0,93.0,1.9
58.5,0.83,86.0,460,92.0,9.0,1.9
58.1,0.61,92.0,204,89.0,86.0,2.0
45.3,0.83,92.0,789,82.0,81.0,1.9
77.6,3.755,91.0,4,93.0,93.0,0.1
77.3,0.01,93.0,0,93.0,93.0,0.1
76.9,0.01,93.0,2,94.0,94.0,0.1
76.3,0.01,94.0,4,94.0,94.0,0.1
76.1,0.01,94.0,7,93.0,93.0,0.1
75.6,14.97,94.0,0,94.0,94.0,0.1
74.9,15.04,95.0,0,95.0,95.0,0.1
74.2,16.99,94.0,0,95.0,95.0,0.1
73.0,17.87,95.0,1,95.0,95.0,0.1
73.0,16.58,95.0,27,95.0,95.0,0.1
72.8,15.52,95.0,2,96.0,96.0,0.1
72.3,15.07,9.0,0,95.0,94.0,0.1
71.9,11.64,92.0,0,95.0,94.0,0.1
71.2,11.48,92.0,0,94.0,94.0,0.1
78.0,0.01,92.0,0,94.0,94.0,0.1
78.0,0.01,92.0,9,93.0,93.0,0.1
64.8,3.755,77.0,17745,75.0,77.0,0.6
64.2,0.01,77.0,12739,75.0,77.0,0.6
63.7,1.86,72.0,5253,7.0,72.0,0.9
63.3,1.84,69.0,4347,7.0,69.0,1.2
62.6,1.32,65.0,3255,7.0,65.0,1.4
61.8,1.34,62.0,4235,69.0,61.0,1.7
68.0,1.17,56.0,1176,65.0,58.0,2.0
59.8,1.13,52.0,3511,63.0,54.0,2.4
58.5,1.06,47.0,1446,61.0,5.0,2.8
57.2,1.22,92.0,1451,59.0,46.0,3.3
56.0,0.99,92.0,357,56.0,44.0,3.7
55.0,0.86,92.0,73,54.0,4.0,4.1
54.0,0.79,92.0,228,55.0,37.0,4.4
53.2,0.8,92.0,3332,55.0,35.0,4.6
52.5,0.85,92.0,2366,55.0,32.0,4.9
51.2,0.88,92.0,1660,55.0,3.0,5.0
69.9,3.755,99.0,0,99.0,99.0,0.1
69.7,0.01,99.0,0,99.0,99.0,0.1
69.6,0.01,99.0,0,99.0,99.0,0.1
69.4,0.01,99.0,0,99.0,99.0,0.1
69.2,0.01,99.0,0,99.0,99.0,0.1
69.1,2.25,99.0,0,99.0,99.0,0.1
68.9,2.31,99.0,1,99.0,99.0,0.1
68.7,1.95,99.0,0,99.0,99.0,0.1
68.6,2.09,99.0,0,99.0,99.0,0.1
68.5,2.06,99.0,136,98.0,98.0,0.1
68.3,2.02,99.0,0,97.0,96.0,0.1
68.1,1.63,99.0,37,96.0,95.0,0.1
68.0,1.76,99.0,305,95.0,94.0,0.1
67.9,1.85,99.0,304,94.0,93.0,0.1
67.8,1.93,98.0,17,92.0,91.0,0.1
67.7,2.05,98.0,0,91.0,9.0,0.1
81.1,3.755,92.0,2,97.0,97.0,0.1
89.0,8.8,92.0,0,98.0,98.0,0.1
87.0,8.97,92.0,2,98.0,98.0,0.1
84.0,9.24,92.0,0,99.0,99.0,0.1
83.0,9.81,92.0,27,99.0,99.0,0.1
79.9,9.72,92.0,5,99.0,99.0,0.1
79.7,9.96,92.0,2,99.0,99.0,0.1
79.6,10.26,92.0,5,97.0,99.0,0.1
79.3,10.45,92.0,0,97.0,99.0,0.1
79.2,10.15,92.0,0,97.0,97.0,0.1
78.9,9.95,92.0,1,97.0,97.0,0.1
78.7,9.89,92.0,0,96.0,98.0,0.1
78.4,9.31,92.0,0,96.0,98.0,0.1
78.1,9.25,92.0,0,95.0,98.0,0.1
78.0,8.94,92.0,1,95.0,98.0,0.1
77.5,8.59,92.0,0,96.0,99.0,0.1
82.4,3.755,86.0,157,98.0,98.0,0.1
82.2,11.5,83.0,267,98.0,98.0,0.1
82.0,11.1,74.0,272,99.0,99.0,0.1
81.5,11.5,78.0,0,99.0,99.0,0.1
81.7,11.8,74.0,14949,99.0,99.0,0.1
81.3,11.7,65.0,5048,99.0,99.0,0.1
81.1,11.8,51.0,1541,98.0,98.0,0.1
89.0,11.9,47.0,604,98.0,98.0,0.1
89.0,12.2,42.0,39,99.0,98.0,0.1
86.0,12.4,39.0,40,99.0,99.0,0.1
81.0,12.2,35.0,36,98.0,98.0,0.1
82.0,13.18,35.0,4448,99.0,98.0,0.1
79.3,13.49,28.0,0,96.0,97.0,0.1
79.2,13.78,29.0,5185,97.0,97.0,0.1
79.0,13.89,28.0,0,98.0,97.0,0.1
78.8,13.63,26.0,10000,98.0,97.0,0.1
66.0,3.755,8.0,27,79.0,8.0,2.7
65.5,0.01,7.0,33,68.0,7.0,2.8
64.6,8.86,79.0,122,77.0,79.0,3.7
63.5,8.3,82.0,2,8.0,82.0,4.9
62.8,8.9,75.0,2,75.0,75.0,6.0
62.3,8.85,67.0,1,68.0,67.0,7.0
61.7,8.64,79.0,0,74.0,76.0,8.0
61.6,8.75,82.0,3,81.0,82.0,8.9
61.6,9.02,75.0,0,78.0,81.0,10.0
61.4,8.01,52.0,90,44.0,45.0,10.7
65.0,7.72,28.0,0,44.0,45.0,10.9
59.7,8.13,92.0,63,44.0,45.0,11.1
59.7,6.47,92.0,0,44.0,45.0,11.0
59.7,8.34,92.0,110,44.0,45.0,10.7
59.8,9.29,92.0,5129,44.0,45.0,10.1
61.0,8.87,92.0,15,44.0,45.0,9.5
61.1,3.755,97.0,71,96.0,97.0,1.7
68.0,0.01,96.0,1,97.0,96.0,1.7
66.0,0.01,97.0,0,96.0,97.0,1.6
62.0,0.01,98.0,0,98.0,98.0,1.4
59.8,3.41,96.0,0,95.0,96.0,1.8
59.3,3.48,97.0,2,97.0,97.0,2.1
59.0,2.99,97.0,0,97.0,98.0,2.7
58.7,2.79,98.0,0,96.0,96.0,3.0
58.5,2.64,97.0,0,94.0,95.0,3.1
58.2,2.93,95.0,0,94.0,95.0,3.0
57.7,2.26,95.0,0,94.0,95.0,3.0
57.3,2.51,95.0,0,88.0,87.0,2.9
57.0,2.47,94.0,119,87.0,87.0,2.7
56.6,2.08,92.0,32,86.0,87.0,2.5
56.3,2.25,91.0,99,85.0,87.0,2.3
55.9,2.18,91.0,336,84.0,8.0,2.0
74.4,3.755,94.0,431,91.0,94.0,0.1
